Southern,vmi
Southern,western-carolina
Southern,wofford
Southland,abilene-christian
Southland,central-arkansas
Southland,houston-baptist
Southland,incarnate-word
Southland,lamar
Southland,mcneese-state
Southland,new-orleans
Southland,nicholls-state
Southland,northwestern-state
Southland,sam-houston-state
Southland,southeastern-louisiana
Southland,stephen-faustin
Southland,texas-am-cc
Summit League,denver
Summit League,ipfw
Summit League,nebraska-omaha-mavericks
Summit League,north-dakota-state
Summit League,oral-roberts
Summit League,south-dakota
Summit League,south-dakota-state
Summit League,umkc
Summit League,western-illinois
Sun Belt,appalachian-state
Sun Belt,arkansas-state
Sun Belt,arkansas-little-rock
Sun Belt,georgia-southern
Sun Belt,georgia-state
Sun Belt,louisiana-lafayette
Sun Belt,louisiana-monroe
Sun Belt,south-alabama
Sun Belt,texas-state
Sun Belt,texas-arlington
Sun Belt,troy
SWAC,alabama-am
SWAC,alabama-state
SWAC,alcorn-state
SWAC,arkansas-pine-bluff
SWAC,grambling-state
SWAC,jackson-state
SWAC,mississippi-valley-state
SWAC,prairie-view-am
SWAC,southern-university
SWAC,texas-southern
TBD,55481
WAC,cal-state-bakersfield
WAC,chicago-state
WAC,grand-canyon
WAC,new-mexico-state
WAC,seattle
WAC,texas-rio-grande-valley
WAC,umkc-0
WAC,utah-valley
West Coast,brigham-young
West Coast,gonzaga
West Coast,loyola-marymount
West Coast,pacific
West Coast,pepperdine
West Coast,portland
West Coast,saint-marys-cal
West Coast,san-diego
West Coast,san-francisco
West Coast,santa-clara
