daubeja01,Baseball Magazine All-Star,1913,NL,1B
vioxji01,Baseball Magazine All-Star,1913,NL,2B
zimmehe01,Baseball Magazine All-Star,1913,NL,3B
archeji01,Baseball Magazine All-Star,1913,NL,C
cravaga01,Baseball Magazine All-Star,1913,NL,OF
leachto01,Baseball Magazine All-Star,1913,NL,OF
wheatza01,Baseball Magazine All-Star,1913,NL,OF
wagneho01,Baseball Magazine All-Star,1913,NL,SS
daubeja01,Most Valuable Player,1913,NL,
mcinnst01,Baseball Magazine All-Star,1914,AL,1B
collied01,Baseball Magazine All-Star,1914,AL,2B
bakerfr01,Baseball Magazine All-Star,1914,AL,3B
schanwa01,Baseball Magazine All-Star,1914,AL,C1
schalra01,Baseball Magazine All-Star,1914,AL,C2
cobbty01,Baseball Magazine All-Star,1914,AL,OF
jacksjo01,Baseball Magazine All-Star,1914,AL,OF
speaktr01,Baseball Magazine All-Star,1914,AL,OF
barryja01,Baseball Magazine All-Star,1914,AL,SS
daubeja01,Baseball Magazine All-Star,1914,ML,1B
collied01,Baseball Magazine All-Star,1914,ML,2B
bakerfr01,Baseball Magazine All-Star,1914,ML,3B
archeji01,Baseball Magazine All-Star,1914,ML,C1
schanwa01,Baseball Magazine All-Star,1914,ML,C2
cobbty01,Baseball Magazine All-Star,1914,ML,OF
jacksjo01,Baseball Magazine All-Star,1914,ML,OF
speaktr01,Baseball Magazine All-Star,1914,ML,OF
maranra01,Baseball Magazine All-Star,1914,ML,SS
daubeja01,Baseball Magazine All-Star,1914,NL,1B
eversjo01,Baseball Magazine All-Star,1914,NL,2B
loberha01,Baseball Magazine All-Star,1914,NL,3B
archeji01,Baseball Magazine All-Star,1914,NL,C1
wingoiv01,Baseball Magazine All-Star,1914,NL,C2
burnsge01,Baseball Magazine All-Star,1914,NL,OF
mageesh01,Baseball Magazine All-Star,1914,NL,OF
wheatza01,Baseball Magazine All-Star,1914,NL,OF
maranra01,Baseball Magazine All-Star,1914,NL,SS
collied01,Most Valuable Player,1914,AL,
eversjo01,Most Valuable Player,1914,NL,
mcinnst01,Baseball Magazine All-Star,1915,AL,1B
collied01,Baseball Magazine All-Star,1915,AL,2B
maisefr01,Baseball Magazine All-Star,1915,AL,3B
schalra01,Baseball Magazine All-Star,1915,AL,C
speaktr01,Baseball Magazine All-Star,1915,AL,CF
cobbty01,Baseball Magazine All-Star,1915,AL,LF
crawfsa01,Baseball Magazine All-Star,1915,AL,RF
bushdo01,Baseball Magazine All-Star,1915,AL,SS
mcinnst01,Baseball Magazine All-Star,1915,ML,1B
collied01,Baseball Magazine All-Star,1915,ML,2B
grohhe01,Baseball Magazine All-Star,1915,ML,3B
snydefr01,Baseball Magazine All-Star,1915,ML,C
speaktr01,Baseball Magazine All-Star,1915,ML,CF
cobbty01,Baseball Magazine All-Star,1915,ML,LF
crawfsa01,Baseball Magazine All-Star,1915,ML,RF
bancrda01,Baseball Magazine All-Star,1915,ML,SS
saiervi01,Baseball Magazine All-Star,1915,NL,1B
doylela01,Baseball Magazine All-Star,1915,NL,2B
grohhe01,Baseball Magazine All-Star,1915,NL,3B
snydefr01,Baseball Magazine All-Star,1915,NL,C
willicy01,Baseball Magazine All-Star,1915,NL,CF
wheatza01,Baseball Magazine All-Star,1915,NL,LF
cravaga01,Baseball Magazine All-Star,1915,NL,RF
bancrda01,Baseball Magazine All-Star,1915,NL,SS
sislege01,Baseball Magazine All-Star,1916,AL,1B
collied01,Baseball Magazine All-Star,1916,AL,2B
gardnla01,Baseball Magazine All-Star,1916,AL,3B
schalra01,Baseball Magazine All-Star,1916,AL,C
cobbty01,Baseball Magazine All-Star,1916,AL,OF
jacksjo01,Baseball Magazine All-Star,1916,AL,OF
speaktr01,Baseball Magazine All-Star,1916,AL,OF
ruthba01,Baseball Magazine All-Star,1916,AL,P2
bushdo01,Baseball Magazine All-Star,1916,AL,SS
daubeja01,Baseball Magazine All-Star,1916,ML,1B
collied01,Baseball Magazine All-Star,1916,ML,2B
gardnla01,Baseball Magazine All-Star,1916,ML,3B
schalra01,Baseball Magazine All-Star,1916,ML,C
cobbty01,Baseball Magazine All-Star,1916,ML,OF
jacksjo01,Baseball Magazine All-Star,1916,ML,OF
speaktr01,Baseball Magazine All-Star,1916,ML,OF
maranra01,Baseball Magazine All-Star,1916,ML,SS
daubeja01,Baseball Magazine All-Star,1916,NL,1B
herzobu01,Baseball Magazine All-Star,1916,NL,2B
hornsro01,Baseball Magazine All-Star,1916,NL,3B
gowdyha01,Baseball Magazine All-Star,1916,NL,C
roberda01,Baseball Magazine All-Star,1916,NL,OF
wheatza01,Baseball Magazine All-Star,1916,NL,OF
willicy01,Baseball Magazine All-Star,1916,NL,OF
maranra01,Baseball Magazine All-Star,1916,NL,SS
sislege01,Baseball Magazine All-Star,1917,AL,1B
collied01,Baseball Magazine All-Star,1917,AL,2B
weavebu01,Baseball Magazine All-Star,1917,AL,3B
schalra01,Baseball Magazine All-Star,1917,AL,C
cobbty01,Baseball Magazine All-Star,1917,AL,OF
felscha01,Baseball Magazine All-Star,1917,AL,OF
speaktr01,Baseball Magazine All-Star,1917,AL,OF
chapmra01,Baseball Magazine All-Star,1917,AL,SS
sislege01,Baseball Magazine All-Star,1917,ML,1B
collied01,Baseball Magazine All-Star,1917,ML,2B
zimmehe01,Baseball Magazine All-Star,1917,ML,3B
killebi01,Baseball Magazine All-Star,1917,ML,C
cobbty01,Baseball Magazine All-Star,1917,ML,OF
roushed01,Baseball Magazine All-Star,1917,ML,OF
speaktr01,Baseball Magazine All-Star,1917,ML,OF
chapmra01,Baseball Magazine All-Star,1917,ML,SS
chaseha01,Baseball Magazine All-Star,1917,NL,1B
herzobu01,Baseball Magazine All-Star,1917,NL,2B
zimmehe01,Baseball Magazine All-Star,1917,NL,3B
killebi01,Baseball Magazine All-Star,1917,NL,C
burnsge01,Baseball Magazine All-Star,1917,NL,OF
careyma01,Baseball Magazine All-Star,1917,NL,OF
roushed01,Baseball Magazine All-Star,1917,NL,OF
maranra01,Baseball Magazine All-Star,1917,NL,SS
sislege01,Baseball Magazine All-Star,1918,AL,1B
collied01,Baseball Magazine All-Star,1918,AL,2B
bakerfr01,Baseball Magazine All-Star,1918,AL,3B
oneilst01,Baseball Magazine All-Star,1918,AL,C
cobbty01,Baseball Magazine All-Star,1918,AL,OF
hoopeha01,Baseball Magazine All-Star,1918,AL,OF
speaktr01,Baseball Magazine All-Star,1918,AL,OF
ruthba01,Baseball Magazine All-Star,1918,AL,P1
chapmra01,Baseball Magazine All-Star,1918,AL,SS
sislege01,Baseball Magazine All-Star,1918,ML,1B
collied01,Baseball Magazine All-Star,1918,ML,2B
grohhe01,Baseball Magazine All-Star,1918,ML,3B
killebi01,Baseball Magazine All-Star,1918,ML,C
cobbty01,Baseball Magazine All-Star,1918,ML,OF
roushed01,Baseball Magazine All-Star,1918,ML,OF
speaktr01,Baseball Magazine All-Star,1918,ML,OF
ruthba01,Baseball Magazine All-Star,1918,ML,P1
holloch01,Baseball Magazine All-Star,1918,ML,SS
daubeja01,Baseball Magazine All-Star,1918,NL,1B
cutshge01,Baseball Magazine All-Star,1918,NL,2B
grohhe01,Baseball Magazine All-Star,1918,NL,3B
killebi01,Baseball Magazine All-Star,1918,NL,C
burnsge01,Baseball Magazine All-Star,1918,NL,OF
roushed01,Baseball Magazine All-Star,1918,NL,OF
wheatza01,Baseball Magazine All-Star,1918,NL,OF
holloch01,Baseball Magazine All-Star,1918,NL,SS
sislege01,Baseball Magazine All-Star,1919,AL,1B
collied01,Baseball Magazine All-Star,1919,AL,2B
weavebu01,Baseball Magazine All-Star,1919,AL,3B
oneilst01,Baseball Magazine All-Star,1919,AL,C
cobbty01,Baseball Magazine All-Star,1919,AL,OF
jacksjo01,Baseball Magazine All-Star,1919,AL,OF
ruthba01,Baseball Magazine All-Star,1919,AL,OF
peckiro01,Baseball Magazine All-Star,1919,AL,SS
sislege01,Baseball Magazine All-Star,1919,ML,1B
collied01,Baseball Magazine All-Star,1919,ML,2B
grohhe01,Baseball Magazine All-Star,1919,ML,3B
oneilst01,Baseball Magazine All-Star,1919,ML,C
cobbty01,Baseball Magazine All-Star,1919,ML,OF
roushed01,Baseball Magazine All-Star,1919,ML,OF
ruthba01,Baseball Magazine All-Star,1919,ML,OF
peckiro01,Baseball Magazine All-Star,1919,ML,SS
daubeja01,Baseball Magazine All-Star,1919,NL,1B
stockmi01,Baseball Magazine All-Star,1919,NL,2B
grohhe01,Baseball Magazine All-Star,1919,NL,3B
wingoiv01,Baseball Magazine All-Star,1919,NL,C
burnsge01,Baseball Magazine All-Star,1919,NL,OF
myershy01,Baseball Magazine All-Star,1919,NL,OF
roushed01,Baseball Magazine All-Star,1919,NL,OF
hornsro01,Baseball Magazine All-Star,1919,NL,SS
sislege01,Baseball Magazine All-Star,1920,AL,1B
collied01,Baseball Magazine All-Star,1920,AL,2B
gardnla01,Baseball Magazine All-Star,1920,AL,3B
oneilst01,Baseball Magazine All-Star,1920,AL,C
ricesa01,Baseball Magazine All-Star,1920,AL,OF
ruthba01,Baseball Magazine All-Star,1920,AL,OF
speaktr01,Baseball Magazine All-Star,1920,AL,OF
scottev01,Baseball Magazine All-Star,1920,AL,SS
sislege01,Baseball Magazine All-Star,1920,ML,1B
collied01,Baseball Magazine All-Star,1920,ML,2B
grohhe01,Baseball Magazine All-Star,1920,ML,3B
oneilst01,Baseball Magazine All-Star,1920,ML,C
roushed01,Baseball Magazine All-Star,1920,ML,OF
ruthba01,Baseball Magazine All-Star,1920,ML,OF
speaktr01,Baseball Magazine All-Star,1920,ML,OF
maranra01,Baseball Magazine All-Star,1920,ML,SS
daubeja01,Baseball Magazine All-Star,1920,NL,1B
hornsro01,Baseball Magazine All-Star,1920,NL,2B
grohhe01,Baseball Magazine All-Star,1920,NL,3B
schmiwa01,Baseball Magazine All-Star,1920,NL,C
roushed01,Baseball Magazine All-Star,1920,NL,OF
wheatza01,Baseball Magazine All-Star,1920,NL,OF
youngro01,Baseball Magazine All-Star,1920,NL,OF
maranra01,Baseball Magazine All-Star,1920,NL,SS
sislege01,Baseball Magazine All-Star,1921,AL,1B
collied01,Baseball Magazine All-Star,1921,AL,2B
gardnla01,Baseball Magazine All-Star,1921,AL,3B
oneilst01,Baseball Magazine All-Star,1921,AL,C
cobbty01,Baseball Magazine All-Star,1921,AL,OF
ruthba01,Baseball Magazine All-Star,1921,AL,OF
speaktr01,Baseball Magazine All-Star,1921,AL,OF
peckiro01,Baseball Magazine All-Star,1921,AL,SS
sislege01,Baseball Magazine All-Star,1921,ML,1B
hornsro01,Baseball Magazine All-Star,1921,ML,2B
friscfr01,Baseball Magazine All-Star,1921,ML,3B
oneilst01,Baseball Magazine All-Star,1921,ML,C
cobbty01,Baseball Magazine All-Star,1921,ML,OF
ruthba01,Baseball Magazine All-Star,1921,ML,OF
speaktr01,Baseball Magazine All-Star,1921,ML,OF
bancrda01,Baseball Magazine All-Star,1921,ML,SS
kellyge01,Baseball Magazine All-Star,1921,NL,1B
hornsro01,Baseball Magazine All-Star,1921,NL,2B
friscfr01,Baseball Magazine All-Star,1921,NL,3B
schmiwa01,Baseball Magazine All-Star,1921,NL,C
bigbeca01,Baseball Magazine All-Star,1921,NL,OF
roushed01,Baseball Magazine All-Star,1921,NL,OF
youngro01,Baseball Magazine All-Star,1921,NL,OF
bancrda01,Baseball Magazine All-Star,1921,NL,SS
sislege01,Baseball Magazine All-Star,1922,AL,1B
collied01,Baseball Magazine All-Star,1922,AL,2B
duganjo01,Baseball Magazine All-Star,1922,AL,3B
oneilst01,Baseball Magazine All-Star,1922,AL,C
cobbty01,Baseball Magazine All-Star,1922,AL,OF
speaktr01,Baseball Magazine All-Star,1922,AL,OF
willicy01,Baseball Magazine All-Star,1922,AL,OF
scottev01,Baseball Magazine All-Star,1922,AL,SS
sislege01,Baseball Magazine All-Star,1922,ML,1B
hornsro01,Baseball Magazine All-Star,1922,ML,2B
duganjo01,Baseball Magazine All-Star,1922,ML,3B
oneilst01,Baseball Magazine All-Star,1922,ML,C
careyma01,Baseball Magazine All-Star,1922,ML,OF
cobbty01,Baseball Magazine All-Star,1922,ML,OF
speaktr01,Baseball Magazine All-Star,1922,ML,OF
holloch01,Baseball Magazine All-Star,1922,ML,SS
kellyge01,Baseball Magazine All-Star,1922,NL,1B
hornsro01,Baseball Magazine All-Star,1922,NL,2B
stockmi01,Baseball Magazine All-Star,1922,NL,3B
snydefr01,Baseball Magazine All-Star,1922,NL,C
bigbeca01,Baseball Magazine All-Star,1922,NL,OF
careyma01,Baseball Magazine All-Star,1922,NL,OF
youngro01,Baseball Magazine All-Star,1922,NL,OF
holloch01,Baseball Magazine All-Star,1922,NL,SS
sislege01,Most Valuable Player,1922,AL,
hornsro01,Triple Crown,1922,NL,
pippwa01,Baseball Magazine All-Star,1923,AL,1B
collied01,Baseball Magazine All-Star,1923,AL,2B
duganjo01,Baseball Magazine All-Star,1923,AL,3B
perkicy01,Baseball Magazine All-Star,1923,AL,C
heilmha01,Baseball Magazine All-Star,1923,AL,OF
ruthba01,Baseball Magazine All-Star,1923,AL,OF
speaktr01,Baseball Magazine All-Star,1923,AL,OF
seweljo01,Baseball Magazine All-Star,1923,AL,SS
grimmch01,Baseball Magazine All-Star,1923,ML,1B
collied01,Baseball Magazine All-Star,1923,ML,2B
friscfr01,Baseball Magazine All-Star,1923,ML,3B
ofarrbo01,Baseball Magazine All-Star,1923,ML,C
roushed01,Baseball Magazine All-Star,1923,ML,OF
ruthba01,Baseball Magazine All-Star,1923,ML,OF
speaktr01,Baseball Magazine All-Star,1923,ML,OF
bancrda01,Baseball Magazine All-Star,1923,ML,SS
grimmch01,Baseball Magazine All-Star,1923,NL,1B
hornsro01,Baseball Magazine All-Star,1923,NL,2B
friscfr01,Baseball Magazine All-Star,1923,NL,3B
ofarrbo01,Baseball Magazine All-Star,1923,NL,C
roushed01,Baseball Magazine All-Star,1923,NL,OF
wheatza01,Baseball Magazine All-Star,1923,NL,OF
youngro01,Baseball Magazine All-Star,1923,NL,OF
bancrda01,Baseball Magazine All-Star,1923,NL,SS
ruthba01,Most Valuable Player,1923,AL,
judgejo01,Baseball Magazine All-Star,1924,AL,1B
collied01,Baseball Magazine All-Star,1924,AL,2B
duganjo01,Baseball Magazine All-Star,1924,AL,3B
bassljo01,Baseball Magazine All-Star,1924,AL,C
cobbty01,Baseball Magazine All-Star,1924,AL,CF
jamiech01,Baseball Magazine All-Star,1924,AL,LF
ruthba01,Baseball Magazine All-Star,1924,AL,RF
seweljo01,Baseball Magazine All-Star,1924,AL,SS
kellyge01,Baseball Magazine All-Star,1924,ML,1B
hornsro01,Baseball Magazine All-Star,1924,ML,2B
duganjo01,Baseball Magazine All-Star,1924,ML,3B
bassljo01,Baseball Magazine All-Star,1924,ML,C
roushed01,Baseball Magazine All-Star,1924,ML,CF
wheatza01,Baseball Magazine All-Star,1924,ML,LF
ruthba01,Baseball Magazine All-Star,1924,ML,RF
jackstr01,Baseball Magazine All-Star,1924,ML,SS
kellyge01,Baseball Magazine All-Star,1924,NL,1B
hornsro01,Baseball Magazine All-Star,1924,NL,2B
traynpi01,Baseball Magazine All-Star,1924,NL,3B
hartnga01,Baseball Magazine All-Star,1924,NL,C
roushed01,Baseball Magazine All-Star,1924,NL,CF
wheatza01,Baseball Magazine All-Star,1924,NL,LF
youngro01,Baseball Magazine All-Star,1924,NL,RF
jackstr01,Baseball Magazine All-Star,1924,NL,SS
sislege01,Baseball Magazine All-Star,1925,AL,1B
collied01,Baseball Magazine All-Star,1925,AL,2B
bluegos01,Baseball Magazine All-Star,1925,AL,3B
ruelmu01,Baseball Magazine All-Star,1925,AL,C1
cochrmi01,Baseball Magazine All-Star,1925,AL,C2
simmoal01,Baseball Magazine All-Star,1925,AL,CF
gosligo01,Baseball Magazine All-Star,1925,AL,LF
heilmha01,Baseball Magazine All-Star,1925,AL,RF
seweljo01,Baseball Magazine All-Star,1925,AL,SS
sislege01,Baseball Magazine All-Star,1925,ML,1B
hornsro01,Baseball Magazine All-Star,1925,ML,2B
traynpi01,Baseball Magazine All-Star,1925,ML,3B
ruelmu01,Baseball Magazine All-Star,1925,ML,C1
cochrmi01,Baseball Magazine All-Star,1925,ML,C2
simmoal01,Baseball Magazine All-Star,1925,ML,CF
wheatza01,Baseball Magazine All-Star,1925,ML,LF
cuyleki01,Baseball Magazine All-Star,1925,ML,RF
wrighgl01,Baseball Magazine All-Star,1925,ML,SS
bottoji01,Baseball Magazine All-Star,1925,NL,1B
hornsro01,Baseball Magazine All-Star,1925,NL,2B
traynpi01,Baseball Magazine All-Star,1925,NL,3B
hartnga01,Baseball Magazine All-Star,1925,NL,C1
smithea02,Baseball Magazine All-Star,1925,NL,C2
careyma01,Baseball Magazine All-Star,1925,NL,CF
wheatza01,Baseball Magazine All-Star,1925,NL,LF
cuyleki01,Baseball Magazine All-Star,1925,NL,RF
wrighgl01,Baseball Magazine All-Star,1925,NL,SS
peckiro01,Most Valuable Player,1925,AL,
hornsro01,Most Valuable Player,1925,NL,
hornsro01,Triple Crown,1925,NL,
bottoji01,TSN All-Star,1925,ML,1B
hornsro01,TSN All-Star,1925,ML,2B
traynpi01,TSN All-Star,1925,ML,3B
cochrmi01,TSN All-Star,1925,ML,C
careyma01,TSN All-Star,1925,ML,OF
cuyleki01,TSN All-Star,1925,ML,OF
gosligo01,TSN All-Star,1925,ML,OF
wrighgl01,TSN All-Star,1925,ML,SS
burnsge02,Baseball Magazine All-Star,1926,AL,1B
collied01,Baseball Magazine All-Star,1926,AL,2B
kammwi01,Baseball Magazine All-Star,1926,AL,3B
ruelmu01,Baseball Magazine All-Star,1926,AL,C
manushe01,Baseball Magazine All-Star,1926,AL,OF
mostijo01,Baseball Magazine All-Star,1926,AL,OF
ruthba01,Baseball Magazine All-Star,1926,AL,OF
seweljo01,Baseball Magazine All-Star,1926,AL,SS
burnsge02,Baseball Magazine All-Star,1926,ML,1B
hornsro01,Baseball Magazine All-Star,1926,ML,2B
traynpi01,Baseball Magazine All-Star,1926,ML,3B
smithea02,Baseball Magazine All-Star,1926,ML,C
cuyleki01,Baseball Magazine All-Star,1926,ML,OF
mostijo01,Baseball Magazine All-Star,1926,ML,OF
ruthba01,Baseball Magazine All-Star,1926,ML,OF
bancrda01,Baseball Magazine All-Star,1926,ML,SS
kellyge01,Baseball Magazine All-Star,1926,NL,1B
hornsro01,Baseball Magazine All-Star,1926,NL,2B
traynpi01,Baseball Magazine All-Star,1926,NL,3B
smithea02,Baseball Magazine All-Star,1926,NL,C
cuyleki01,Baseball Magazine All-Star,1926,NL,OF
roushed01,Baseball Magazine All-Star,1926,NL,OF
